OrderID,Date,CustomerID,ProdNumber,Quantity
730,02-Jun-2020,2119,TV810,4
731,02-Jun-2020,514,RS702,1
732,02-Jun-2020,672,DK202,2
733,02-Jun-2020,1318,TV802,1
734,02-Jun-2020,1461,RS705,3
735,02-Jun-2020,1912,EB504,4
736,03-Jun-2020,1409,EB513,4
737,03-Jun-2020,24,BP107,5
738,03-Jun-2020,1851,TV810,1
739,03-Jun-2020,875,EB505,4
740,04-Jun-2020,1688,EB507,5
741,04-Jun-2020,325,DK202,6
742,04-Jun-2020,201,TV808,2
743,05-Jun-2020,344,RK607,6
744,05-Jun-2020,1641,EB512,3
745,05-Jun-2020,48,EB502,4
746,05-Jun-2020,74,EB503,4
747,05-Jun-2020,1777,DK209,6
748,06-Jun-2020,1782,DS306,2
749,06-Jun-2020,1378,EB506,3
750,07-Jun-2020,214,EB513,4
751,07-Jun-2020,1326,EB502,2
752,07-Jun-2020,587,RS706,3
753,07-Jun-2020,1484,DK203,5
754,07-Jun-2020,783,EB512,6
755,08-Jun-2020,282,EB507,5
756,08-Jun-2020,1485,DS305,5
757,08-Jun-2020,635,TV809,2
758,08-Jun-2020,334,BP104,6
759,09-Jun-2020,1072,DS305,4
760,09-Jun-2020,326,RS705,6
761,09-Jun-2020,163,TV804,3
762,09-Jun-2020,1408,EB503,1
763,09-Jun-2020,968,EB508,3
764,09-Jun-2020,422,TV808,4
765,10-Jun-2020,1617,EB507,5
766,10-Jun-2020,1275,BP106,2
767,10-Jun-2020,295,EB511,3
768,10-Jun-2020,626,TV803,4
769,11-Jun-2020,1984,EB506,4
770,11-Jun-2020,2034,DK207,4
771,11-Jun-2020,889,EB501,1
772,11-Jun-2020,1004,DK209,5
773,12-Jun-2020,1624,EB518,3
774,13-Jun-2020,1236,RK605,3
775,13-Jun-2020,1793,TV801,5
776,13-Jun-2020,1016,EB509,4
777,14-Jun-2020,279,DK205,2
778,14-Jun-2020,1926,TV813,6
779,15-Jun-2020,1398,BP109,2
780,15-Jun-2020,1571,TV806,3
781,15-Jun-2020,1404,RK606,6
782,16-Jun-2020,976,BP110,4
783,16-Jun-2020,1638,BP108,4
784,16-Jun-2020,513,TV812,3
785,16-Jun-2020,741,DK207,3
786,16-Jun-2020,710,RK602,3
787,16-Jun-2020,871,EB520,4
788,17-Jun-2020,976,TV811,6
789,17-Jun-2020,1195,TV811,4
790,17-Jun-2020,181,EB509,4
791,18-Jun-2020,852,RK604,3
792,18-Jun-2020,1722,RK605,5
793,19-Jun-2020,1944,DK207,4
794,19-Jun-2020,1310,DK204,4
795,19-Jun-2020,1521,EB511,4
796,19-Jun-2020,6,DK205,3
797,19-Jun-2020,1034,TV812,2
798,19-Jun-2020,1607,BP108,1
799,19-Jun-2020,699,BP105,6
800,20-Jun-2020,642,RK604,3
801,20-Jun-2020,795,TV811,2
802,20-Jun-2020,200,DS305,2
803,20-Jun-2020,327,DK203,4
804,20-Jun-2020,1763,EB518,5
805,21-Jun-2020,152,DS303,5
806,21-Jun-2020,1508,TV813,1
807,21-Jun-2020,1389,DS301,3
808,22-Jun-2020,1220,DK204,4
809,22-Jun-2020,651,RK606,6
810,22-Jun-2020,128,RS705,4
811,22-Jun-2020,897,DS303,2
812,22-Jun-2020,1713,DK201,5
813,22-Jun-2020,1775,EB518,1
814,23-Jun-2020,739,TV803,2
815,23-Jun-2020,1929,BP104,3
816,23-Jun-2020,380,DK208,3
817,23-Jun-2020,1332,EB506,3
818,23-Jun-2020,463,RK603,4
819,24-Jun-2020,1707,BP107,3
820,24-Jun-2020,56,TV805,1
821,25-Jun-2020,1852,RK605,3
822,25-Jun-2020,669,DK208,5
823,25-Jun-2020,2001,DK203,4
824,25-Jun-2020,510,RS702,4
825,25-Jun-2020,651,DK205,5
826,25-Jun-2020,643,EB520,5
827,25-Jun-2020,310,BP102,4
828,26-Jun-2020,1075,RS703,3
829,26-Jun-2020,1645,BP107,5
830,26-Jun-2020,775,TV804,6
831,26-Jun-2020,155,RS703,2
832,27-Jun-2020,1084,EB512,4
833,27-Jun-2020,1069,DS302,4
834,27-Jun-2020,485,DK206,4
835,28-Jun-2020,1859,DS305,3
836,28-Jun-2020,886,BP109,4
837,28-Jun-2020,361,BP106,3
838,28-Jun-2020,240,RK607,4
839,28-Jun-2020,800,BP101,4
840,29-Jun-2020,523,RK602,4
841,30-Jun-2020,1851,EB505,3
842,30-Jun-2020,217,RK604,5
843,30-Jun-2020,626,RS706,5
844,01-Jul-2020,1356,RK602,3
845,01-Jul-2020,1397,RK602,4
846,01-Jul-2020,1235,EB505,5
847,01-Jul-2020,760,DK202,4
848,01-Jul-2020,669,DS301,6
849,01-Jul-2020,122,RS706,4
850,02-Jul-2020,1813,BP106,5
851,02-Jul-2020,2073,EB514,4
852,02-Jul-2020,628,TV805,5
853,02-Jul-2020,1531,BP101,6
854,02-Jul-2020,809,EB507,4
855,03-Jul-2020,1843,EB519,4
856,03-Jul-2020,310,TV813,3
857,03-Jul-2020,338,DK201,6
858,04-Jul-2020,1476,TV804,6
859,04-Jul-2020,1867,RS703,3
860,04-Jul-2020,1588,BP106,4
861,04-Jul-2020,1583,RS704,3
862,04-Jul-2020,1761,EB502,3
863,04-Jul-2020,275,BP105,1
864,04-Jul-2020,1507,DS306,4
865,05-Jul-2020,708,BP110,6
866,05-Jul-2020,1665,TV807,3
867,05-Jul-2020,1778,EB517,4
868,05-Jul-2020,1518,DS302,3
869,05-Jul-2020,1452,TV804,6
870,05-Jul-2020,755,TV802,2
871,06-Jul-2020,446,EB521,4
872,06-Jul-2020,581,DS304,3
873,06-Jul-2020,1839,EB507,4
874,07-Jul-2020,244,TV812,1
875,07-Jul-2020,981,EB519,4
876,07-Jul-2020,433,DK204,6
877,08-Jul-2020,2025,DS303,2
878,08-Jul-2020,1963,RK604,5
879,08-Jul-2020,1314,EB517,5
880,08-Jul-2020,1964,DS306,5
881,08-Jul-2020,218,TV803,5
882,08-Jul-2020,2090,TV801,5
883,08-Jul-2020,538,EB503,3
884,08-Jul-2020,764,TV804,3
885,08-Jul-2020,828,TV803,5
886,08-Jul-2020,1240,DS306,3
887,09-Jul-2020,354,EB513,4
888,09-Jul-2020,1408,DS304,2
889,09-Jul-2020,2115,BP102,6
890,09-Jul-2020,1916,EB507,6
891,09-Jul-2020,1803,EB502,2
892,10-Jul-2020,2006,DK204,6
893,10-Jul-2020,854,EB518,6
894,10-Jul-2020,418,DK209,5
895,10-Jul-2020,1427,BP101,3
896,10-Jul-2020,1121,DK205,3
897,10-Jul-2020,1067,DS307,2
898,10-Jul-2020,1208,TV813,5
899,10-Jul-2020,1909,DS306,3
900,11-Jul-2020,1548,EB517,5
901,11-Jul-2020,616,DS307,3
902,11-Jul-2020,1343,TV802,3
903,11-Jul-2020,1408,DK205,3
904,11-Jul-2020,714,BP105,2
905,11-Jul-2020,742,EB502,4
906,12-Jul-2020,717,DS301,2
907,12-Jul-2020,323,DS301,2
908,12-Jul-2020,1756,RS706,1
909,12-Jul-2020,1878,RK602,5
910,12-Jul-2020,1038,EB503,3
911,13-Jul-2020,727,RK605,2
912,13-Jul-2020,1159,EB502,3
913,13-Jul-2020,397,TV807,4
914,13-Jul-2020,1120,TV808,2
915,13-Jul-2020,1370,RS705,2
916,13-Jul-2020,430,TV802,3
917,14-Jul-2020,1814,BP108,5
918,14-Jul-2020,498,EB503,2
919,14-Jul-2020,1406,DK204,2
920,14-Jul-2020,950,EB507,4
921,14-Jul-2020,1756,TV808,5
922,14-Jul-2020,677,RK607,3
923,15-Jul-2020,470,BP109,3
924,15-Jul-2020,1209,TV812,4
925,15-Jul-2020,2102,DK205,2
926,16-Jul-2020,1357,BP108,6
927,16-Jul-2020,1538,BP106,5
928,17-Jul-2020,679,BP102,2
929,17-Jul-2020,1171,EB503,4
930,18-Jul-2020,935,BP108,5
931,18-Jul-2020,1872,TV809,5
932,18-Jul-2020,1665,TV802,3
933,18-Jul-2020,614,TV813,3
934,18-Jul-2020,1794,EB517,3
935,19-Jul-2020,1139,TV810,2
936,19-Jul-2020,98,BP104,6
937,19-Jul-2020,1153,RK602,4
938,19-Jul-2020,1809,RS702,3
939,19-Jul-2020,1225,BP107,5
940,20-Jul-2020,66,BP108,2
941,20-Jul-2020,1259,TV808,3
942,20-Jul-2020,406,DS301,3
943,20-Jul-2020,648,EB507,4
944,20-Jul-2020,184,TV804,4
945,21-Jul-2020,820,EB504,3
946,21-Jul-2020,654,DK201,5
947,21-Jul-2020,1183,DS306,2
948,21-Jul-2020,1121,RK603,4
949,21-Jul-2020,652,EB505,2
950,21-Jul-2020,1284,EB514,5
951,21-Jul-2020,155,DK203,4
952,21-Jul-2020,1202,TV802,4
953,21-Jul-2020,222,RK603,3
954,22-Jul-2020,1806,DS303,3
955,22-Jul-2020,1840,DS303,4
956,22-Jul-2020,1108,DS301,4
957,22-Jul-2020,254,TV804,1
958,22-Jul-2020,134,RK607,4
959,22-Jul-2020,906,TV807,5
960,22-Jul-2020,1226,EB503,3
961,22-Jul-2020,863,RK606,6
962,23-Jul-2020,2107,TV810,4
963,23-Jul-2020,75,RS707,5
964,23-Jul-2020,1651,DK201,2
965,23-Jul-2020,1916,EB512,2
966,24-Jul-2020,603,EB508,2
967,24-Jul-2020,1184,TV808,3
968,25-Jul-2020,575,BP110,5
969,26-Jul-2020,2000,DS306,1
970,26-Jul-2020,1672,DS305,5
971,26-Jul-2020,576,DS302,6
972,26-Jul-2020,1055,EB501,5
973,27-Jul-2020,1303,TV802,1
974,27-Jul-2020,27,BP105,5
975,28-Jul-2020,881,RK605,4
976,28-Jul-2020,1661,RS705,2
977,28-Jul-2020,591,EB519,5
978,28-Jul-2020,1353,EB513,3
979,29-Jul-2020,1179,TV809,1
980,29-Jul-2020,351,RS707,6
981,29-Jul-2020,228,TV809,4
982,29-Jul-2020,1060,BP109,5
983,29-Jul-2020,10,BP110,4
984,29-Jul-2020,674,TV809,3
985,29-Jul-2020,1834,RK607,3
986,30-Jul-2020,1411,DK208,5
987,30-Jul-2020,914,RS703,5
988,30-Jul-2020,499,BP109,2
989,30-Jul-2020,1524,TV809,4
990,30-Jul-2020,2110,DK201,4
991,30-Jul-2020,673,DK207,3
992,31-Jul-2020,382,TV806,2
993,31-Jul-2020,437,DK205,4
994,31-Jul-2020,483,RK607,3
995,31-Jul-2020,575,RS704,5
996,01-Aug-2020,1943,DS305,3
997,01-Aug-2020,1310,BP107,2
998,02-Aug-2020,1012,BP105,4
999,02-Aug-2020,504,DK208,3
1000,03-Aug-2020,1342,TV811,4
1001,03-Aug-2020,1923,RK607,4
1002,03-Aug-2020,1292,BP110,2
1003,03-Aug-2020,1257,BP104,2
1004,03-Aug-2020,1435,RK605,4
1005,03-Aug-2020,1746,BP106,3
1006,03-Aug-2020,1450,DK207,3
1007,03-Aug-2020,1371,EB505,4
1008,03-Aug-2020,695,DS307,5
1009,04-Aug-2020,1461,EB519,6
1010,04-Aug-2020,143,DK203,5
1011,04-Aug-2020,720,EB517,4
1012,04-Aug-2020,787,DK208,5
1013,04-Aug-2020,1468,DK208,3
1014,05-Aug-2020,728,DS304,4
1015,06-Aug-2020,181,EB506,5
1016,06-Aug-2020,931,RK603,2
1017,06-Aug-2020,1786,RS707,1
1018,06-Aug-2020,1851,EB513,4
1019,06-Aug-2020,736,DK206,2
1020,06-Aug-2020,1042,DS301,2
1021,07-Aug-2020,1636,EB512,4
1022,07-Aug-2020,2073,RS703,2
1023,07-Aug-2020,274,RS706,5
1024,07-Aug-2020,465,EB501,4
1025,08-Aug-2020,1770,EB505,6
1026,08-Aug-2020,1725,DS304,4
1027,08-Aug-2020,169,BP102,5
1028,08-Aug-2020,970,RS702,4
1029,08-Aug-2020,1838,EB519,2
1030,09-Aug-2020,1733,RS702,2
1031,09-Aug-2020,1780,RS706,3
1032,09-Aug-2020,1310,DS302,4
1033,09-Aug-2020,1331,DK204,4
1034,09-Aug-2020,1294,BP109,4
1035,10-Aug-2020,1398,RK606,4
1036,10-Aug-2020,1886,TV813,3
1037,10-Aug-2020,1230,DK204,3
1038,10-Aug-2020,154,TV804,3
1039,10-Aug-2020,620,DK207,2
1040,11-Aug-2020,1706,RK607,3
1041,11-Aug-2020,929,EB518,4
1042,11-Aug-2020,1230,TV806,4
1043,11-Aug-2020,1058,DK202,4
1044,11-Aug-2020,334,DS301,5
1045,12-Aug-2020,500,EB504,2
1046,12-Aug-2020,1293,RK602,2
1047,12-Aug-2020,1951,EB506,2
1048,13-Aug-2020,266,EB501,2
1049,14-Aug-2020,1530,TV811,1
1050,15-Aug-2020,1174,EB520,5
1051,15-Aug-2020,47,RS706,3
1052,15-Aug-2020,1161,DS304,5
1053,15-Aug-2020,272,TV811,2
1054,15-Aug-2020,489,RK604,4
1055,15-Aug-2020,1992,RK605,3
1056,15-Aug-2020,2079,BP108,3
1057,16-Aug-2020,1300,DK207,3
1058,16-Aug-2020,146,TV805,6
1059,16-Aug-2020,360,EB517,1
1060,16-Aug-2020,200,EB509,4
1061,17-Aug-2020,1003,RS704,6
1062,17-Aug-2020,429,RS705,4
1063,17-Aug-2020,1122,BP106,4
1064,17-Aug-2020,1434,BP106,3
1065,17-Aug-2020,1050,BP101,4
1066,17-Aug-2020,1723,TV802,3
1067,17-Aug-2020,329,DK202,5
1068,17-Aug-2020,1334,DS302,4
1069,18-Aug-2020,221,BP108,2
1070,18-Aug-2020,1908,RK607,2
1071,18-Aug-2020,559,BP104,5
1072,19-Aug-2020,143,TV813,3
1073,19-Aug-2020,1121,RS703,4
1074,19-Aug-2020,305,EB512,4
1075,19-Aug-2020,1859,EB511,4
1076,20-Aug-2020,968,RS702,4
1077,20-Aug-2020,965,EB516,4
1078,21-Aug-2020,1018,DK201,2
1079,21-Aug-2020,37,DS302,3
1080,21-Aug-2020,974,DK209,5
1081,21-Aug-2020,1479,RS706,1
1082,22-Aug-2020,379,DK208,4
1083,22-Aug-2020,130,DS301,5
1084,22-Aug-2020,601,EB506,3
1085,22-Aug-2020,1837,EB518,2
1086,22-Aug-2020,1549,EB514,4
1087,22-Aug-2020,494,BP107,5
1088,22-Aug-2020,545,EB518,5
1089,23-Aug-2020,1876,EB520,2
1090,24-Aug-2020,542,DK201,4
1091,24-Aug-2020,2047,BP110,2
1092,24-Aug-2020,356,RK604,3
1093,24-Aug-2020,886,DK205,4
1094,24-Aug-2020,1102,RK602,6
1095,24-Aug-2020,1716,DK203,4
1096,24-Aug-2020,793,DK202,4
1097,24-Aug-2020,185,EB516,3
1098,25-Aug-2020,1480,BP101,2
1099,25-Aug-2020,1732,TV803,5
1100,25-Aug-2020,1679,DK206,4
1101,25-Aug-2020,287,BP108,4
1102,25-Aug-2020,420,DK204,5
1103,26-Aug-2020,448,DS303,5
1104,26-Aug-2020,66,RK604,3
1105,26-Aug-2020,818,EB504,4
1106,26-Aug-2020,707,EB519,6
1107,27-Aug-2020,1504,RK606,2
1108,27-Aug-2020,2005,DS301,2
1109,27-Aug-2020,213,TV801,3
1110,27-Aug-2020,1335,TV804,3
1111,27-Aug-2020,666,DS301,3
1112,28-Aug-2020,1161,RS702,6
1113,28-Aug-2020,522,RS707,3
1114,28-Aug-2020,1582,EB511,1
1115,28-Aug-2020,319,DS305,3
1116,29-Aug-2020,1481,RK607,2
1117,29-Aug-2020,1268,BP108,6
1118,29-Aug-2020,314,EB511,1
1119,29-Aug-2020,1016,RS704,5
1120,30-Aug-2020,788,DK208,3
1121,30-Aug-2020,1632,EB505,2
1122,31-Aug-2020,1645,DK202,4
1123,31-Aug-2020,2025,TV808,2
1124,01-Sep-2020,359,BP106,4
1125,01-Sep-2020,864,DS304,3
1126,01-Sep-2020,624,EB504,3
1127,01-Sep-2020,473,DK205,6
1128,01-Sep-2020,602,EB509,2
1129,01-Sep-2020,941,EB509,5
1130,01-Sep-2020,1884,EB509,3
1131,01-Sep-2020,1015,BP101,3
1132,01-Sep-2020,1280,EB503,5
1133,01-Sep-2020,1787,RS703,3
1134,01-Sep-2020,1227,RS702,3
1135,02-Sep-2020,1883,BP108,6
1136,02-Sep-2020,72,BP105,3
1137,02-Sep-2020,404,TV806,3
1138,02-Sep-2020,864,RS703,4
1139,02-Sep-2020,1661,DS306,4
1140,02-Sep-2020,107,RK606,1
1141,02-Sep-2020,1196,RS707,4
1142,03-Sep-2020,1768,TV813,2
1143,03-Sep-2020,416,DS307,6
1144,03-Sep-2020,1444,TV813,5
1145,04-Sep-2020,497,RS707,5
1146,04-Sep-2020,1078,TV809,2
1147,04-Sep-2020,1856,DK207,1
1148,04-Sep-2020,1500,RK602,5
1149,04-Sep-2020,574,EB504,2
1150,04-Sep-2020,733,BP105,4
1151,04-Sep-2020,1933,EB519,5
1152,04-Sep-2020,1845,DS303,6
1153,04-Sep-2020,1482,EB520,2
1154,05-Sep-2020,485,DK201,2
1155,05-Sep-2020,894,DK207,3
1156,05-Sep-2020,1398,TV811,3
1157,05-Sep-2020,1251,BP101,4
1158,05-Sep-2020,127,EB518,1
1159,06-Sep-2020,1225,BP110,2
1160,06-Sep-2020,1099,RS702,3
1161,07-Sep-2020,308,RS707,3
1162,07-Sep-2020,57,EB503,4
1163,07-Sep-2020,193,EB511,2
1164,08-Sep-2020,312,TV807,3
1165,08-Sep-2020,1533,TV808,3
1166,08-Sep-2020,1663,BP102,4
1167,09-Sep-2020,928,RK602,3
1168,09-Sep-2020,1703,EB513,5
1169,09-Sep-2020,643,EB516,2
1170,09-Sep-2020,1941,BP102,5
1171,09-Sep-2020,1501,EB502,2
1172,09-Sep-2020,302,EB509,3
1173,09-Sep-2020,1158,TV809,2
1174,09-Sep-2020,1039,TV810,4
1175,09-Sep-2020,914,DK209,4
1176,10-Sep-2020,1012,DK209,2
1177,10-Sep-2020,1331,RS706,5
1178,10-Sep-2020,1862,TV809,4
1179,10-Sep-2020,843,RK606,4
1180,10-Sep-2020,1339,TV807,5
1181,10-Sep-2020,237,DK202,5
1182,11-Sep-2020,152,RS702,4
1183,11-Sep-2020,1873,EB504,2
1184,11-Sep-2020,112,TV808,3
1185,12-Sep-2020,102,RS707,5
1186,12-Sep-2020,1548,RS703,6
1187,12-Sep-2020,229,EB519,3
1188,12-Sep-2020,603,EB509,2
1189,13-Sep-2020,1969,DK208,2
1190,13-Sep-2020,313,EB513,5
1191,13-Sep-2020,1621,TV804,5
1192,13-Sep-2020,580,TV804,2
1193,13-Sep-2020,858,EB503,5
1194,13-Sep-2020,1465,DS304,5
1195,13-Sep-2020,1119,EB506,6
1196,14-Sep-2020,1039,RS707,4
1197,14-Sep-2020,1230,EB507,3
1198,14-Sep-2020,1364,EB509,3
1199,14-Sep-2020,1158,BP110,4
1200,15-Sep-2020,1375,DK202,5
1201,15-Sep-2020,283,TV807,4
1202,15-Sep-2020,1900,BP106,5
1203,16-Sep-2020,2121,DK206,4
1204,16-Sep-2020,2042,TV810,2
1205,16-Sep-2020,1659,EB503,3
1206,16-Sep-2020,241,BP104,5
1207,16-Sep-2020,997,TV805,3
1208,16-Sep-2020,142,BP110,2
1209,16-Sep-2020,978,DK202,4
1210,17-Sep-2020,422,RS704,2
1211,17-Sep-2020,1843,TV809,6
1212,17-Sep-2020,2000,DK207,5
1213,17-Sep-2020,235,RK605,2
1214,17-Sep-2020,928,TV808,2
1215,17-Sep-2020,1108,EB519,5
1216,17-Sep-2020,1694,TV809,4
1217,18-Sep-2020,615,EB512,4
1218,18-Sep-2020,1277,BP101,5
1219,18-Sep-2020,1347,EB512,4
1220,18-Sep-2020,295,EB514,4
1221,18-Sep-2020,1334,RS704,4
1222,18-Sep-2020,475,RS703,4
1223,19-Sep-2020,267,DS304,2
1224,19-Sep-2020,714,BP105,5
1225,19-Sep-2020,287,EB504,2
1226,19-Sep-2020,307,TV811,2
1227,19-Sep-2020,478,EB514,3
1228,19-Sep-2020,1898,EB511,2
1229,19-Sep-2020,1128,EB509,1
1230,20-Sep-2020,609,TV805,5
1231,21-Sep-2020,604,EB503,2
1232,21-Sep-2020,657,EB514,5
1233,22-Sep-2020,1111,RS706,6
1234,22-Sep-2020,193,DK202,6
1235,22-Sep-2020,1500,BP110,5
1236,22-Sep-2020,2094,RK605,4
1237,22-Sep-2020,239,TV803,2
1238,22-Sep-2020,465,TV801,5
1239,22-Sep-2020,711,EB508,5
1240,22-Sep-2020,111,BP110,3
1241,22-Sep-2020,1492,BP105,6
1242,22-Sep-2020,655,DK202,4
1243,23-Sep-2020,836,RK606,1
1244,23-Sep-2020,1072,BP106,5
1245,23-Sep-2020,391,TV803,3
1246,23-Sep-2020,569,RS704,3
1247,23-Sep-2020,572,BP107,3
1248,23-Sep-2020,1387,TV812,2
1249,24-Sep-2020,715,RS702,2
1250,24-Sep-2020,109,EB518,5
1251,24-Sep-2020,775,TV807,2
1252,25-Sep-2020,273,RK606,6
1253,25-Sep-2020,440,EB516,1
1254,25-Sep-2020,950,EB521,3
1255,25-Sep-2020,1631,TV806,4
1256,25-Sep-2020,605,EB513,4
1257,25-Sep-2020,550,TV801,4
1258,26-Sep-2020,1083,DK203,3
1259,26-Sep-2020,30,DK203,3
1260,26-Sep-2020,1845,TV807,5
1261,26-Sep-2020,77,RS703,4
1262,26-Sep-2020,2114,TV804,2
1263,27-Sep-2020,1352,EB520,5
1264,27-Sep-2020,1255,DK206,2
1265,27-Sep-2020,1072,TV803,3
1266,28-Sep-2020,1646,DS305,3
1267,28-Sep-2020,1386,TV807,4
1268,28-Sep-2020,272,TV811,3
1269,28-Sep-2020,1716,EB513,1
1270,28-Sep-2020,54,RK603,3
1271,28-Sep-2020,316,TV804,2
1272,29-Sep-2020,599,EB511,4
1273,29-Sep-2020,802,DS307,4
1274,29-Sep-2020,162,EB517,3
1275,29-Sep-2020,1607,EB517,2
1276,29-Sep-2020,621,TV809,6
1277,30-Sep-2020,1051,DK204,4
1278,30-Sep-2020,99,DK202,4
1279,30-Sep-2020,71,EB520,4
1280,30-Sep-2020,848,RK603,2
1281,30-Sep-2020,995,RK606,3
1282,30-Sep-2020,163,RK605,3
1283,30-Sep-2020,485,EB501,3
1284,01-Oct-2020,169,RK607,4
1285,01-Oct-2020,1371,DK206,3
1286,01-Oct-2020,1410,EB519,2
1287,01-Oct-2020,1047,DK204,3
1288,02-Oct-2020,1053,RK606,2
1289,02-Oct-2020,1146,TV808,3
1290,02-Oct-2020,1961,DK204,3
1291,02-Oct-2020,476,DK204,2
1292,02-Oct-2020,1450,TV802,2
1293,02-Oct-2020,579,BP108,3
1294,03-Oct-2020,1028,EB506,4
1295,04-Oct-2020,618,TV810,4
1296,04-Oct-2020,1704,RS704,5
1297,04-Oct-2020,773,EB517,4
1298,04-Oct-2020,426,BP105,4
1299,05-Oct-2020,362,DS301,4
1300,05-Oct-2020,2056,BP105,5
1301,05-Oct-2020,1032,EB520,6
1302,05-Oct-2020,218,EB518,5
1303,06-Oct-2020,141,BP107,3
1304,06-Oct-2020,1453,EB502,5
1305,06-Oct-2020,1552,RK606,6
1306,06-Oct-2020,602,RS702,4
1307,07-Oct-2020,866,DS307,4
1308,07-Oct-2020,2055,EB519,5
1309,07-Oct-2020,1636,DK206,3
1310,07-Oct-2020,1263,BP104,3
1311,07-Oct-2020,2078,RK604,1
1312,08-Oct-2020,1101,EB512,4
1313,08-Oct-2020,341,EB504,2
1314,08-Oct-2020,1233,EB519,3
1315,08-Oct-2020,1544,TV803,4
1316,09-Oct-2020,1638,DK203,4
1317,09-Oct-2020,1478,TV802,4
1318,09-Oct-2020,1144,TV804,4
1319,09-Oct-2020,559,TV805,4
1320,10-Oct-2020,534,BP101,2
1321,10-Oct-2020,1460,BP106,5
1322,10-Oct-2020,1035,DK207,5
1323,10-Oct-2020,1695,RK605,6
1324,10-Oct-2020,671,BP102,4
1325,10-Oct-2020,244,TV802,3
1326,10-Oct-2020,703,TV810,4
1327,10-Oct-2020,1366,DK206,2
1328,10-Oct-2020,1850,BP105,6
1329,11-Oct-2020,141,RK604,3
1330,11-Oct-2020,555,DK204,5
1331,11-Oct-2020,1864,EB521,5
1332,12-Oct-2020,1437,DS306,5
1333,12-Oct-2020,1284,EB508,3
1334,12-Oct-2020,357,DS305,3
1335,12-Oct-2020,99,DS305,3
1336,13-Oct-2020,72,TV808,4
1337,13-Oct-2020,1193,RS704,5
1338,13-Oct-2020,843,EB508,3
1339,13-Oct-2020,1920,EB505,3
1340,13-Oct-2020,1766,RS705,4
1341,13-Oct-2020,153,TV806,2
1342,14-Oct-2020,1573,TV810,4
1343,14-Oct-2020,435,EB520,2
1344,14-Oct-2020,1167,DS303,3
1345,14-Oct-2020,1027,EB521,4
1346,14-Oct-2020,636,TV812,6
1347,14-Oct-2020,1630,DK208,2
1348,14-Oct-2020,406,BP105,5
1349,15-Oct-2020,886,EB514,2
1350,15-Oct-2020,946,EB513,1
1351,15-Oct-2020,1295,BP104,2
1352,15-Oct-2020,756,RK607,4
1353,15-Oct-2020,998,BP110,3
1354,15-Oct-2020,631,DK204,2
1355,15-Oct-2020,1834,DS305,3
1356,15-Oct-2020,1397,TV813,4
1357,15-Oct-2020,1726,DS303,5
1358,15-Oct-2020,1142,EB517,3
1359,16-Oct-2020,2101,BP105,5
1360,16-Oct-2020,1521,BP108,5
1361,16-Oct-2020,757,BP104,3
1362,17-Oct-2020,1576,DS306,2
1363,17-Oct-2020,614,TV809,3
1364,17-Oct-2020,1570,EB520,3
1365,18-Oct-2020,963,EB502,5
1366,18-Oct-2020,835,EB511,2
1367,18-Oct-2020,538,RK607,4
1368,18-Oct-2020,179,DK207,5
1369,18-Oct-2020,1334,DS307,3
1370,18-Oct-2020,2011,EB502,3
1371,19-Oct-2020,287,EB505,4
1372,19-Oct-2020,1538,DS305,3
1373,19-Oct-2020,677,EB511,2
1374,19-Oct-2020,1013,DK202,3
1375,19-Oct-2020,45,RK604,3
1376,20-Oct-2020,1133,RS704,6
1377,20-Oct-2020,613,TV810,3
1378,20-Oct-2020,373,EB509,4
1379,21-Oct-2020,1832,TV801,6
1380,21-Oct-2020,1049,BP110,4
1381,21-Oct-2020,813,TV806,2
1382,21-Oct-2020,1373,RK605,4
1383,21-Oct-2020,959,EB504,2
1384,21-Oct-2020,1000,RS707,3
1385,22-Oct-2020,2009,RS707,5
1386,22-Oct-2020,306,EB520,3
1387,22-Oct-2020,1554,EB507,6
1388,22-Oct-2020,1233,EB503,4
1389,22-Oct-2020,2074,TV811,4
1390,22-Oct-2020,776,DS304,1
1391,23-Oct-2020,1879,TV813,5
1392,23-Oct-2020,2004,TV807,3
1393,23-Oct-2020,1002,BP108,3
1394,23-Oct-2020,1094,EB504,4
1395,23-Oct-2020,308,RK603,5
1396,23-Oct-2020,2052,TV808,3
1397,23-Oct-2020,1986,TV801,6
1398,24-Oct-2020,1010,BP107,1
1399,24-Oct-2020,229,TV802,2
1400,24-Oct-2020,49,BP110,5
1401,24-Oct-2020,473,RK602,1
1402,24-Oct-2020,1989,DS301,3
1403,25-Oct-2020,667,EB514,2
1404,25-Oct-2020,902,RS702,3
1405,25-Oct-2020,1758,DK209,2
1406,25-Oct-2020,1086,TV812,5
1407,25-Oct-2020,1669,EB511,5
1408,25-Oct-2020,844,BP110,3
1409,26-Oct-2020,1306,RS704,3
1410,26-Oct-2020,428,EB508,3
1411,27-Oct-2020,387,RS703,3
1412,27-Oct-2020,1762,DK201,3
1413,27-Oct-2020,845,RK607,4
1414,27-Oct-2020,310,EB513,6
1415,27-Oct-2020,43,DS307,3
1416,27-Oct-2020,1570,TV811,4
1417,27-Oct-2020,1360,BP110,5
1418,28-Oct-2020,1202,EB518,4
1419,28-Oct-2020,2043,EB503,2
1420,28-Oct-2020,196,DK209,1
1421,28-Oct-2020,1040,RS703,4
1422,29-Oct-2020,2058,DK207,5
1423,29-Oct-2020,1401,DK203,3
